epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,379.876,2.20014,4.60578,1.63801,0.37469,0.14051,0.0301,0.0168,1.5809,3.92104,1.17586,0.000110126,0.000110126,0.000110126
2,703.904,1.69069,3.60759,1.19473,0.34922,0.15796,0.09934,0.06039,1.40054,2.81603,1.10409,0.000213829,0.000213829,0.000213829
